SCATNUM	PREYSP	FO_OT.BK	FO_OTHER	DATE	Year
CU1AR100881-1	ENGSPP	1	0	8/10/1981	1981
CU1AR100881-2	MERPRO	1	0	8/10/1981	1981
CUAC020780-1	OCTRUB	1	0	7/2/1980	1980
CUAC020780-10	SYMCAL	1	0	7/2/1980	1980
CUAC020780-3	SEBSP1	1	0	7/2/1980	1980
CUAC020780-3	LOLOPA	1	0	7/2/1980	1980
CUAC020780-4	LOLOPA	1	0	7/2/1980	1980
CUAC020780-7	SYMCAL	1	0	7/2/1980	1980
CUAC020780-8	MERPRO	1	0	7/2/1980	1980
CUAC020780-8	ONYBOR	1	0	7/2/1980	1980
CUAC020780-8	OCTRUB	1	0	7/2/1980	1980
CUAC070780-1	SEBSP1	1	0	7/7/1980	1980
CUAC070881-1	ONYBOR	1	0	8/7/1981	1981
CUAC070881-1	MERPRO	1	0	8/7/1981	1981
CUAC070881-1	GONONY	1	0	8/7/1981	1981
CUAC070881-2	MERPRO	1	0	8/7/1981	1981
CUAC070881-2	LOLOPA	1	0	8/7/1981	1981
CUAC070881-2	TRASYM	1	0	8/7/1981	1981
CUAC070881-2	SYMCAL	1	0	8/7/1981	1981
CUAC070881-2	ONYBOR	1	0	8/7/1981	1981
CUAC070881-3	SYMCAL	1	0	8/7/1981	1981
CUAC070881-3	GONSPP	1	0	8/7/1981	1981
CUAC070881-3	ABRFEL	1	0	8/7/1981	1981
CUAC070881-3	TRASYM	1	0	8/7/1981	1981
CUAC070881-3	MERPRO	1	0	8/7/1981	1981
CUAC070881-3	ONYBOR	1	0	8/7/1981	1981
CUAC070881-3	LOLOPA	1	0	8/7/1981	1981
CUAC070881-3	ENGSPP	1	0	8/7/1981	1981
CUAC070881-9	ENGSPP	1	0	8/7/1981	1981
CUAC070881-9	MERPRO	1	0	8/7/1981	1981
CUAC140780-1	MERPRO	1	0	7/14/1980	1980
CUAC140780-1	SEBSP1	1	0	7/14/1980	1980
CUAC140780-1	ENGSPP	1	0	7/14/1980	1980
CUAC140780-1	ICILOC	1	0	7/14/1980	1980
CUAC140781-1	TRASYM	1	0	7/14/1981	1981
CUAC140781-2	TRASYM	1	0	7/14/1981	1981
CUAC140781-2	SEBSP1	1	0	7/14/1981	1981
CUAC140781-2	MERPRO	1	0	7/14/1981	1981
CUAC140781-3	MERPRO	1	0	7/14/1981	1981
CUAC140781-4	SEBSP1	1	0	7/14/1981	1981
CUAC140781-4	MERPRO	1	0	7/14/1981	1981
CUAC140781-5	MERPRO	1	0	7/14/1981	1981
CUAC140881-3	BRAFRE	1	0	8/14/1981	1981
CUAC140881-3	MERPRO	1	0	8/14/1981	1981
CUAC260781-1	SYMCAL	1	0	7/26/1981	1981
CUAC260781-1	TRASYM	1	0	7/26/1981	1981
CUAC260781-13	MERPRO	1	0	7/26/1981	1981
CUAC260781-3	MERPRO	1	0	7/26/1981	1981
CUAC260781-3	SEBSP1	1	0	7/26/1981	1981
CUAC260781-3	TRASYM	1	0	7/26/1981	1981
CUAC260781-4	ENGSPP	1	0	7/26/1981	1981
CUAC260781-4	TRASYM	1	0	7/26/1981	1981
CUAC260781-5	SYMCAL	1	0	7/26/1981	1981
CUAC260781-6	SEBSP1	1	0	7/26/1981	1981
CUAC260781-6	LOLOPA	1	0	7/26/1981	1981
CUAC260781-7	TRASYM	1	0	7/26/1981	1981
CUAC260781-8	ONYBOR	1	0	7/26/1981	1981
CUAC300580-1	LOLOPA	1	0	5/30/1980	1980
CUAC300580-1	PEPSIM	1	0	5/30/1980	1980
CUAC300580-1	OCTRUB	1	0	5/30/1980	1980
CUAR140781-3	ONYBOR	1	0	7/14/1981	1981
CUAR140881-1	MERPRO	1	0	8/14/1981	1981
CUAR140881-10	ENGSPP	1	0	8/14/1981	1981
CUAR140881-10	SYMCAL	1	0	8/14/1981	1981
CUAR140881-11	ONYBOR	1	0	8/14/1981	1981
CUAR140881-11	GONSPB	1	0	8/14/1981	1981
CUAR140881-11	ABRFEL	1	0	8/14/1981	1981
CUAR140881-11	SYMCAL	1	0	8/14/1981	1981
CUAR140881-14	TRASYM	1	0	8/14/1981	1981
CUAR140881-16	SEBSP1	1	0	8/14/1981	1981
CUAR140881-16	TRASYM	1	0	8/14/1981	1981
CUAR140881-20	MERPRO	1	0	8/14/1981	1981
CUAR140881-5	ENGSPP	1	0	8/14/1981	1981
CUAR140881-5	SYMCAL	1	0	8/14/1981	1981
CUAR140881-5	MERPRO	1	0	8/14/1981	1981
CUAR140881-6	MERPRO	1	0	8/14/1981	1981
CUAR140881-6	TRASYM	1	0	8/14/1981	1981
CUAR140881-7	SYMCAL	1	0	8/14/1981	1981
CUAR140881-9	SYMCAL	1	0	8/14/1981	1981
CUAR260781-4	LOLOPA	1	0	7/26/1981	1981
CUAR280781-1	ONYBOR	1	0	7/28/1981	1981
CUAR280781-1	SYMCAL	1	0	7/28/1981	1981
CUAR280781-2	ONYBOR	1	0	7/28/1981	1981
CUAR280781-3	NOTIDF	1	0	7/28/1981	1981
CUAR280781-3	LOLOPA	1	0	7/28/1981	1981
CUAR280781-3	ONYBOR	1	0	7/28/1981	1981
CUAR280781-3	MERPRO	1	0	7/28/1981	1981
CUAR280781-5	MERPRO	1	0	7/28/1981	1981
CUAR280781-6	SEBSP1	1	0	7/28/1981	1981
CUCR020880-10	ONYBOR	1	0	8/2/1980	1980
CUCR020880-11	LOLOPA	1	0	8/2/1980	1980
CUCR020880-12	LOLOPA	1	0	8/2/1980	1980
CUCR020880-13	LOLOPA	1	0	8/2/1980	1980
CUCR020880-14	MERPRO	1	0	8/2/1980	1980
CUCR020880-14	SEBSP1	1	0	8/2/1980	1980
CUCR020880-18	LOLOPA	1	0	8/2/1980	1980
CUCR020880-8	MERPRO	1	0	8/2/1980	1980
CUCR020880-9	MERPRO	1	0	8/2/1980	1980
CUCR020880-9	SEBSP1	1	0	8/2/1980	1980
CUCR070880-1	SEBSP1	1	0	8/7/1980	1980
CUCR070880-1	LOLOPA	1	0	8/7/1980	1980
CUCR070880-1	GONBOR	1	0	8/7/1980	1980
CUCR270781-1	MERPRO	1	0	7/27/1981	1981
CUCR270781-10	MERPRO	1	0	7/27/1981	1981
CUCR270781-11	TRASYM	1	0	7/27/1981	1981
CUCR270781-11	MERPRO	1	0	7/27/1981	1981
CUCR270781-13	TRASYM	1	0	7/27/1981	1981
CUCR270781-13	LOLOPA	1	0	7/27/1981	1981
CUCR270781-13	MERPRO	1	0	7/27/1981	1981
CUCR270781-14	TRASYM	1	0	7/27/1981	1981
CUCR270781-14	MERPRO	1	0	7/27/1981	1981
CUCR270781-15	MERPRO	1	0	7/27/1981	1981
CUCR270781-15	TRASYM	1	0	7/27/1981	1981
CUCR270781-15	LOLOPA	1	0	7/27/1981	1981
CUCR270781-17	GONPYR	1	0	7/27/1981	1981
CUCR270781-18	PORNOT	1	0	7/27/1981	1981
CUCR270781-18	MERPRO	1	0	7/27/1981	1981
CUCR270781-18	SYMCAL	1	0	7/27/1981	1981
CUCR270781-19	MERPRO	1	0	7/27/1981	1981
CUCR270781-2	SYMCAL	1	0	7/27/1981	1981
CUCR270781-20	TRASYM	1	0	7/27/1981	1981
CUCR270781-22	MERPRO	1	0	7/27/1981	1981
CUCR270781-24	TRASYM	1	0	7/27/1981	1981
CUCR270781-24	MERPRO	1	0	7/27/1981	1981
CUCR270781-26	GONSPP	1	0	7/27/1981	1981
CUCR270781-26	MERPRO	1	0	7/27/1981	1981
CUCR270781-27	RAJSPP	1	0	7/27/1981	1981
CUCR270781-28	TRASYM	1	0	7/27/1981	1981
CUCR270781-28	ONYBOR	1	0	7/27/1981	1981
CUCR270781-28	MERPRO	1	0	7/27/1981	1981
CUCR270781-29	MERPRO	1	0	7/27/1981	1981
CUCR270781-5	MERPRO	1	0	7/27/1981	1981
CUCR270781-5	SEBSP1	1	0	7/27/1981	1981
CUCR270781-7	TRASYM	1	0	7/27/1981	1981
CUCR270781-8	TRASYM	1	0	7/27/1981	1981
CUCR270781-8	MERPRO	1	0	7/27/1981	1981
CUMXAC020780-1	CITSOR	1	0	7/2/1980	1980
CUMXAC020780-1	MERPRO	1	0	7/2/1980	1980
CUMXAC020780-2	MERPRO	1	0	7/2/1980	1980
CUMXAC020780-2	ONYBOR	1	0	7/2/1980	1980
CUMXAC020780-2	LOLOPA	1	0	7/2/1980	1980
CUMXAC020780-2	OCTRUB	1	0	7/2/1980	1980
CURO310580-1	PEPSIM	1	0	5/31/1980	1980
CURO310580-1	LOLOPA	1	0	5/31/1980	1980
FSMI0001-86	LOLOPA	1	0	7/27/1986	1986
FSMI0003-86	ENGMOR	1	0	7/27/1986	1986
FSMI0004-86	ENGMOR	1	0	7/27/1986	1986
FSMI0005-86	ENGMOR	1	0	7/27/1986	1986
FSMI0007-86	ENGMOR	1	0	7/27/1986	1986
FSMI0011-86	ENGMOR	1	0	7/27/1986	1986
FSMI0012-86	LOLOPA	1	0	7/27/1986	1986
FSMI0013-86	ENGMOR	1	0	7/27/1986	1986
FSMI0020-86	ONYBOR	1	0	7/27/1986	1986
FSMI0020-86	HISSPX	1	0	7/27/1986	1986
FSMI0020-86	ENGMOR	1	0	7/27/1986	1986
FSMI0021-86	MERPRO	1	0	7/27/1986	1986
FSMI0021-86	ENGMOR	1	0	7/27/1986	1986
FSMI0024-86	ENGMOR	1	0	7/27/1986	1986
FSMI0024-86	MERPRO	1	0	7/27/1986	1986
FSMI0026-82	GONBOR	1	0	7/10/1982	1982
FSMI0026-82	GONSPX	1	0	7/10/1982	1982
FSMI0026-82	GONONY	1	0	7/10/1982	1982
FSMI0029-86	MERPRO	1	0	7/27/1986	1986
FSMI0029-86	SEBSP1	1	0	7/27/1986	1986
FSMI0029-86	ENGMOR	1	0	7/27/1986	1986
FSMI0029-86	LOLOPA	1	0	7/27/1986	1986
FSMI0030-86	OCTRUB	1	0	7/27/1986	1986
FSMI0030-86	GONONY	1	0	7/27/1986	1986
FSMI0030-86	MERPRO	1	0	7/27/1986	1986
FSMI0030-86	LOLOPA	1	0	7/27/1986	1986
FSMI0031-86	MERPRO	1	0	7/27/1986	1986
FSMI0031-86	ENGMOR	1	0	7/27/1986	1986
FSMI0032-86	MERPRO	1	0	7/27/1986	1986
FSMI0032-86	ENGMOR	1	0	7/27/1986	1986
FSMI0033-86	ONYBOR	1	0	7/27/1986	1986
FSMI0033-86	OCTRUB	1	0	7/27/1986	1986
FSMI0033-86	LOLOPA	1	0	7/27/1986	1986
FSMI0034-86	MYCSPP	1	0	7/27/1986	1986
FSMI0034-86	ONYBOR	1	0	7/27/1986	1986
FSMI0034-86	ENGMOR	1	0	7/27/1986	1986
FSMI0035-86	SEBSP1	1	0	7/27/1986	1986
FSMI0036-86	SEBSP1	1	0	7/27/1986	1986
FSMI0041-86	ENGMOR	1	0	7/27/1986	1986
FSMI0042-86	ONYBOR	1	0	7/27/1986	1986
FSMI0042-86	ENGMOR	1	0	7/27/1986	1986
FSMI0042-86	LOLOPA	1	0	7/27/1986	1986
FSMI0043-86	ONYBOR	1	0	7/27/1986	1986
FSMI0043-86	LOLOPA	1	0	7/27/1986	1986
FSMI0044-86	LOLOPA	1	0	7/27/1986	1986
FSMI0045-86	LOLOPA	1	0	7/27/1986	1986
FSMI0046-86	LOLOPA	1	0	7/27/1986	1986
FSMI0048-86	ONYBOR	1	0	7/27/1986	1986
FSMI0048-86	LOLOPA	1	0	7/27/1986	1986
FSMI0049-86	LOLOPA	1	0	7/27/1986	1986
FSMI0049-86	GONSPP	1	0	7/27/1986	1986
FSMI0049-86	ENGMOR	1	0	7/27/1986	1986
FSMI0050-86	LOLOPA	1	0	7/27/1986	1986
FSMI0051-86	LOLOPA	1	0	7/27/1986	1986
FSMI0052-86	LOLOPA	1	0	7/27/1986	1986
FSMI0052-86	ENGMOR	1	0	7/27/1986	1986
FSMI0053-86	ICILOC	1	0	7/29/1986	1986
FSMI0053-86	ENGMOR	1	0	7/29/1986	1986
FSMI0054-86	LOLOPA	1	0	7/27/1986	1986
FSMI0055-86	ENGMOR	1	0	7/29/1986	1986
FSMI0056-86	ENGMOR	1	0	7/29/1986	1986
FSMI0057-86	ENGMOR	1	0	7/29/1986	1986
FSMI0057-86	LOLOPA	1	0	7/29/1986	1986
FSMI0058-86	ENGMOR	1	0	7/29/1986	1986
FSMI0059-86	LOLOPA	1	0	7/29/1986	1986
FSMI0059-86	ENGMOR	1	0	7/29/1986	1986
FSMI0060-86	ENGMOR	1	0	7/29/1986	1986
FSMI0060-86	OCTRUB	1	0	7/29/1986	1986
FSMI0061-86	ENGMOR	1	0	7/29/1986	1986
FSMI0062-86	ONYBOR	1	0	7/29/1986	1986
FSMI0062-86	GONBOR	1	0	7/29/1986	1986
FSMI0073-82	TRASYM	1	0	7/24/1982	1982
FSMI0077-82	ONYBOR	1	0	7/24/1982	1982
FSMI0078-82	MERPRO	1	0	7/24/1982	1982
FSMI0079-82	MERPRO	1	0	7/24/1982	1982
FSMI0080-82	GONSPP	1	0	7/24/1982	1982
FSMI0082-82	MERPRO	1	0	7/24/1982	1982
FSMI0083-82	MERPRO	1	0	7/24/1982	1982
FSMI0084-82	SEBSP1	1	0	7/24/1982	1982
FSMI0085-82	MYCSPP	1	0	7/24/1982	1982
FSMI0086-82	TRASYM	1	0	7/24/1982	1982
FSMI0087-82	MERPRO	1	0	7/24/1982	1982
FSMI0088-82	MERPRO	1	0	7/24/1982	1982
FSMI0090-82	MERPRO	1	0	7/24/1982	1982
FSMI0091-82	SEBSP1	1	0	7/29/1982	1982
FSMI0092-82	GONSPP	1	0	7/29/1982	1982
FSMI0092-82	SYMCAL	1	0	7/29/1982	1982
FSMI0093-82	MERPRO	1	0	7/29/1982	1982
FSMI0093-82	LOLOPA	1	0	7/29/1982	1982
FSMI0094-82	SCOJAP	1	0	7/29/1982	1982
FSMI0096-82	GONSPP	1	0	7/29/1982	1982
FSMI0097-82	GONSPP	1	0	7/29/1982	1982
FSMI0098-82	NOTIDF	1	0	7/29/1982	1982
FSMI0098-82	MYCSPP	1	0	7/29/1982	1982
FSMI0099-82	GONSPP	1	0	7/29/1982	1982
FSMI0100-82	SYMCAL	1	0	7/29/1982	1982
FSMI0100-82	GONSPP	1	0	7/29/1982	1982
FSMI0101-82	ENGMOR	1	0	7/29/1982	1982
FSMI0101-82	TRASYM	1	0	7/29/1982	1982
FSMI0104-82	SYMCAL	1	0	7/29/1982	1982
FSMI0104-82	GONBOR	1	0	7/29/1982	1982
FSMI0105-82	ONYBOR	1	0	7/29/1982	1982
FSMI0106-82	SEBSP2	1	0	7/29/1982	1982
FSMI0106-82	SYMCAL	1	0	7/29/1982	1982
FSMI0107-82	LOLOPA	1	0	7/29/1982	1982
FSMI0111-82	SYMCAL	1	0	7/29/1982	1982
FSMI0111-82	GONSPP	1	0	7/29/1982	1982
FSMI0111-82	LOLOPA	1	0	7/29/1982	1982
FSMI0112-82	SYMCAL	1	0	7/29/1982	1982
FSMI0113-82	SEBSP1	1	0	7/29/1982	1982
FSMI0114-82	SYMCAL	1	0	7/29/1982	1982
FSMI0116-82	MERPRO	1	0	7/29/1982	1982
FSMI0118-82	TRASYM	1	0	7/29/1982	1982
FSMI0120-82	SEBSP2	1	0	7/29/1982	1982
FSMI0120-82	TRASYM	1	0	7/29/1982	1982
FSMI0120-82	MERPRO	1	0	7/29/1982	1982
FSMI0121-82	MERPRO	1	0	7/29/1982	1982
FSMI0122-82	TRASYM	1	0	7/29/1982	1982
FSMI0124-82	TRASYM	1	0	7/29/1982	1982
FSMI0124-82	MERPRO	1	0	7/29/1982	1982
FSMI0126-82	MERPRO	1	0	7/29/1982	1982
FSMI0127-82	SCOJAP	1	0	7/29/1982	1982
FSMI0129-82	TRASYM	1	0	7/29/1982	1982
FSMI0129-82	SEBSP2	1	0	7/29/1982	1982
FSMI0129-82	SCOJAP	1	0	7/29/1982	1982
FSMI0162-82	LOLOPA	1	0	7/31/1982	1982
FSMI0162-82	GONSPX	1	0	7/31/1982	1982
FSMI0162-82	GONSPP	1	0	7/31/1982	1982
FSMI0164-82	ONYBOR	1	0	7/31/1982	1982
FSMI0165-82	SYMCAL	1	0	7/31/1982	1982
FSMI0165-82	GONSPP	1	0	7/31/1982	1982
FSMI0165-82	GONSPX	1	0	7/31/1982	1982
FSMI0167-82	MERPRO	1	0	7/31/1982	1982
FSMI0167-82	GONSPX	1	0	7/31/1982	1982
FSMI0168-82	TRASYM	1	0	7/31/1982	1982
FSMI0168-82	SYMCAL	1	0	7/31/1982	1982
FSMI0168-82	ONYBOR	1	0	7/31/1982	1982
FSMI0169-82	MERPRO	1	0	7/31/1982	1982
FSMI0169-82	SYMCAL	1	0	7/31/1982	1982
FSMI0169-82	GONONY	1	0	7/31/1982	1982
FSMI0170-82	LEUSTI	1	0	7/31/1982	1982
FSMI0170-82	MERPRO	1	0	7/31/1982	1982
FSMI0170-82	NOTIDF	1	0	7/31/1982	1982
FSMI0171-82	NOTIDF	1	0	7/31/1982	1982
FSMI0171-82	MERPRO	1	0	7/31/1982	1982
FSMI0171-82	LOLOPA	1	0	7/31/1982	1982
FSMI0172-82	SYMCAL	1	0	7/31/1982	1982
FSMI0173-82	SYMCAL	1	0	7/31/1982	1982
FSMI0173-82	ONYBOR	1	0	7/31/1982	1982
FSMI0173-82	GONSPP	1	0	7/31/1982	1982
FSMI0175-82	ONYBOR	1	0	7/31/1982	1982
FSMI0175-82	LOLOPA	1	0	7/31/1982	1982
FSMI0176-82	MERPRO	1	0	7/31/1982	1982
FSMI0176-82	LOLOPA	1	0	7/31/1982	1982
FSMI0178-82	GONBER	1	0	7/31/1982	1982
FSMI0180-82	LOLOPA	1	0	7/31/1982	1982
FSMI0181-82	MERPRO	1	0	7/31/1982	1982
FSMI0182-82	GONSPP	1	0	7/31/1982	1982
FSMI0182-82	GONONY	1	0	7/31/1982	1982
FSMI0183-82	GONSPX	1	0	7/31/1982	1982
FSMI0183-82	GONBOR	1	0	7/31/1982	1982
FSMI0183-82	NOTIDF	1	0	7/31/1982	1982
FSMI0183-82	GONSPP	1	0	7/31/1982	1982
FSMI0184-82	NOTIDF	1	0	7/31/1982	1982
FSMI0185-82	GONBOR	1	0	7/31/1982	1982
FSMI0186-82	CLUPAL	1	0	7/31/1982	1982
FSMI0186-82	MERPRO	1	0	7/31/1982	1982
FSMI0187-82	NOTIDF	1	0	7/31/1982	1982
FSMI0188-82	STELEU	1	0	7/31/1982	1982
FSMI0188-82	TRASYM	1	0	7/31/1982	1982
FSMI0188-82	NOTIDF	1	0	7/31/1982	1982
FSMI0189-82	MERPRO	1	0	7/31/1982	1982
FSMI0190-82	NOTIDF	1	0	7/31/1982	1982
FSMI0190-82	MYCSPP	1	0	7/31/1982	1982
FSMI0192-82	MERPRO	1	0	7/31/1982	1982
FSMI0193-82	LEUSTI	1	0	7/31/1982	1982
FSMI0193-82	GONONY	1	0	7/31/1982	1982
FSMI0193-82	NOTIDF	1	0	7/31/1982	1982
FSMI0193-82	GONSPP	1	0	7/31/1982	1982
FSMI0193-82	GONBOR	1	0	7/31/1982	1982
FSMI0193-82	SYMCAL	1	0	7/31/1982	1982
FSMI0194-82	GONSPP	1	0	7/31/1982	1982
FSMI0196-82	SYMCAL	1	0	7/31/1982	1982
FSMI0197-82	MERPRO	1	0	7/31/1982	1982
FSMI0197-82	GONSPP	1	0	7/31/1982	1982
FSMI0221-82	SEBSP1	1	0	7/27/1982	1982
FSMI0221-82	MERPRO	1	0	7/27/1982	1982
FSMI0221-82	LOLOPA	1	0	7/27/1982	1982
FSMI0224-82	SYMCAL	1	0	7/27/1982	1982
FSMI0225-82	ONYBOR	1	0	7/27/1982	1982
FSMI0260-83	LOLOPA	1	0	7/16/1983	1983
FSMI0260-83	MERPRO	1	0	7/16/1983	1983
FSMI0263-83	SEBSP2	1	0	7/16/1983	1983
FSMI0263-83	EMBSPP	1	0	7/16/1983	1983
FSMI0264-83	EMBSPP	1	0	7/16/1983	1983
FSMI0264-83	PORNOT	1	0	7/16/1983	1983
FSMI0264-83	RAJSPP	1	0	7/16/1983	1983
FSMI0264-84	NOTIDF	1	0	7/16/1983	1983
FSMI0265-83	PORNOT	1	0	7/16/1983	1983
FSMI0265-83	SEBSP2	1	0	7/16/1983	1983
FSMI0265-83	NOTIDF	1	0	7/16/1983	1983
FSMI0265-83	RAJSPP	1	0	7/16/1983	1983
FSMI0268-83	ERRZAC	1	0	7/16/1983	1983
FSMI0268-83	RAJSPP	1	0	7/16/1983	1983
FSMI0268-83	SYMCAL	1	0	7/16/1983	1983
FSMI0268-83	SEBSP2	1	0	7/16/1983	1983
FSMI0268-83	LYOEXI	1	0	7/16/1983	1983
FSMI0268-83	MICPAC	1	0	7/16/1983	1983
FSMI0269-83	EMBSPP	1	0	7/16/1983	1983
FSMI0269-83	SEBSP2	1	0	7/16/1983	1983
FSMI0270-83	COTSPP	1	0	7/16/1983	1983
FSMI0270-83	PLESPP	1	0	7/16/1983	1983
FSMI0270-83	CHITAY	1	0	7/16/1983	1983
FSMI0270-83	EMBSPP	1	0	7/16/1983	1983
FSMI0271-83	EMBSPP	1	0	7/16/1983	1983
FSMI0271-83	SEBSP2	1	0	7/16/1983	1983
FSMI0272-83	SEBSP2	1	0	7/16/1983	1983
FSMI0272-83	CITSOR	1	0	7/16/1983	1983
FSMI0272-83	EMBSPP	1	0	7/16/1983	1983
FSMI0321-82	MERPRO	1	0	7/24/1982	1982
FSMI0323-83	GONBOR	1	0	8/3/1983	1983
FSMI0323-83	ONYBOR	1	0	8/3/1983	1983
FSMI0323-83	SYMCAL	1	0	8/3/1983	1983
FSMI0324-83	LOLOPA	1	0	8/3/1983	1983
FSMI0326-83	ENGMOR	1	0	8/3/1983	1983
FSMI0326-83	MERPRO	1	0	8/3/1983	1983
FSMI0327-83	CERTOW	1	0	8/3/1983	1983
FSMI0327-83	ICILOC	1	0	8/3/1983	1983
FSMI0327-83	GONBOR	1	0	8/3/1983	1983
FSMI0327-83	SYMCAL	1	0	8/3/1983	1983
FSMI0328-83	NOTIDF	1	0	8/3/1983	1983
FSMI0329-83	MERPRO	1	0	8/3/1983	1983
FSMI0329-83	ONYBOR	1	0	8/3/1983	1983
FSMI0330-83	ONYBOR	1	0	8/3/1983	1983
FSMI0330-83	GONSPP	1	0	8/3/1983	1983
FSMI0330-83	GONBOR	1	0	8/3/1983	1983
FSMI0330-83	GONBER	1	0	8/3/1983	1983
FSMI0331-83	ENGMOR	1	0	8/3/1983	1983
FSMI0331-83	SYMCAL	1	0	8/3/1983	1983
FSMI0331-83	GONBOR	1	0	8/3/1983	1983
FSMI0333-83	SYMCAL	1	0	8/3/1983	1983
FSMI0333-83	GONSPP	1	0	8/3/1983	1983
FSMI0333-83	ONYBOR	1	0	8/3/1983	1983
FSMI0333-83	LOLOPA	1	0	8/3/1983	1983
FSMI0334-83	MERPRO	1	0	8/3/1983	1983
FSMI0334-83	ENGMOR	1	0	8/3/1983	1983
FSMI0334-83	GONSPP	1	0	8/3/1983	1983
FSMI0334-83	LOLOPA	1	0	8/3/1983	1983
FSMI0334-83	SYMCAL	1	0	8/3/1983	1983
FSMI0335-83	GONBOR	1	0	8/3/1983	1983
FSMI0338-83	MERPRO	1	0	8/3/1983	1983
FSMI0339-83	GONSPP	1	0	8/3/1983	1983
FSMI0339-83	GONBOR	1	0	8/3/1983	1983
FSMI0339-83	ABRFEL	1	0	8/3/1983	1983
FSMI0339-83	SYMCAL	1	0	8/3/1983	1983
FSMI0340-83	SYMCAL	1	0	8/3/1983	1983
FSMI0341-83	ABRFEL	1	0	8/3/1983	1983
FSMI0343-83	GONSPP	1	0	8/3/1983	1983
FSMI0346-83	STELEU	1	0	8/3/1983	1983
FSMI0346-83	SYMCAL	1	0	8/3/1983	1983
FSMI0349-83	MERPRO	1	0	8/3/1983	1983
FSMI0350-83	CERTOW	1	0	8/3/1983	1983
FSMI0350-83	ONYBOR	1	0	8/3/1983	1983
FSMI0350-83	GONSPP	1	0	8/3/1983	1983
FSMI0350-83	MERPRO	1	0	8/3/1983	1983
FSMI0350-83	ENGMOR	1	0	8/3/1983	1983
FSMI0351-83	MERPRO	1	0	8/3/1983	1983
FSMI0352-83	GONSPP	1	0	8/3/1983	1983
FSMI0353-83	GONSPP	1	0	8/3/1983	1983
FSMI0353-83	ICILOC	1	0	8/3/1983	1983
FSMI0354-83	NOTIDF	1	0	8/3/1983	1983
FSMI0357-83	SEBSP2	1	0	8/3/1983	1983
FSMI0357-83	MERPRO	1	0	8/3/1983	1983
FSMI0360-83	SCOJAP	1	0	7/24/1983	1983
FSMI0360-83	TRASYM	1	0	7/24/1983	1983
FSMI0363-83	ONYBOR	1	0	7/24/1983	1983
FSMI0363-83	LOLOPA	1	0	7/24/1983	1983
FSMI0363-83	GONSPP	1	0	7/24/1983	1983
FSMI0363-83	SYMCAL	1	0	7/24/1983	1983
FSMI0365-83	LOLOPA	1	0	7/24/1983	1983
FSMI0370-83	NOTIDF	1	0	7/24/1983	1983
FSMI0373-83	ONYBOR	1	0	7/24/1983	1983
FSMI0374-83	ENGMOR	1	0	7/24/1983	1983
FSMI0374-83	LOLOPA	1	0	7/24/1983	1983
FSMI0381-83	GONBOR	1	0	7/24/1983	1983
FSMI0383-83	SYMCAL	1	0	7/24/1983	1983
FSMI0384-83	SEBSP1	1	0	7/24/1983	1983
FSMI0384-83	ONYBOR	1	0	7/24/1983	1983
FSMI0388-83	SYMCAL	1	0	7/24/1983	1983
FSMI0388-83	ONYBOR	1	0	7/24/1983	1983
FSMI0389-83	SYMCAL	1	0	7/24/1983	1983
FSMI0389-83	ONYBOR	1	0	7/24/1983	1983
FSMI0389-83	ENGMOR	1	0	7/24/1983	1983
FSMI0391-83	ENGMOR	1	0	7/24/1983	1983
FSMI0392-83	SEBSP1	1	0	7/24/1983	1983
FSMI0395-83	SEBSP1	1	0	7/24/1983	1983
FSMI0396-83	ENGMOR	1	0	7/24/1983	1983
FSMI0397-83	MERPRO	1	0	7/24/1983	1983
FSMI0401-83	ABRFEL	1	0	7/24/1983	1983
FSMI0405-83	GONSPP	1	0	7/24/1983	1983
FSMI0406-83	SYMCAL	1	0	7/24/1983	1983
FSMI0406-83	TRASYM	1	0	7/24/1983	1983
FSMI0406-83	MERPRO	1	0	7/24/1983	1983
FSMI0406-83	ENGMOR	1	0	7/24/1983	1983
FSMI0407-83	ENGMOR	1	0	7/24/1983	1983
SMI0845-82	TRASYM	1	0	8/18/1982	1982
SMI0845-82	LOLOPA	1	0	8/18/1982	1982
SMI0847-82	MERPRO	1	0	8/18/1982	1982
SMI0847-82	LOLOPA	1	0	8/18/1982	1982
SMI0848-82	SYMCAL	1	0	8/18/1982	1982
SMI0850-82	ONYBOR	1	0	8/18/1982	1982
SMI0852-82	ONYBOR	1	0	8/18/1982	1982
SMI0853-82	GONSPP	1	0	8/18/1982	1982
SMI0854-82	ONYBOR	1	0	8/18/1982	1982
SMI0854-82	LOLOPA	1	0	8/18/1982	1982
SMI0855-82	ENGSPP	1	0	8/18/1982	1982
SMI0856-82	GONSPP	1	0	8/18/1982	1982
SMI0856-82	MERPRO	1	0	8/18/1982	1982
SMI0863-82	SYMCAL	1	0	8/18/1982	1982
SMI0863-82	ONYBOR	1	0	8/18/1982	1982
SMI0866-82	ONYBOR	1	0	8/18/1982	1982
SMI0868-82	ONYBOR	1	0	8/18/1982	1982
SMI0870-82	ONYBOR	1	0	8/18/1982	1982
SMI0870-82	GONSPX	1	0	8/18/1982	1982
SMI0870-82	SYMCAL	1	0	8/18/1982	1982
SMI0870-82	GONBOR	1	0	8/18/1982	1982
SMI0872-82	TRASYM	1	0	8/18/1982	1982
SMI1052-82	SCOJAP	1	0	10/1/1982	1982
